,data-object,img
515,"{'objId': 48299, 'developer': {'devId': 10625, 'shortName': 'СЗ СТОЛИЦА', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТОЛИЦА', 'groupName': 'ПИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5655, 'devInn': '7725445592'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, корпус 4', 'objCommercNm': 'Исеть Парк', 'objFloorMin': 25, 'objFloorMax': 25, 'objElemLivingCnt': 372, 'objReady100PercDt': '2024-12-31', 'objSquareLiving': 14222.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8042, 'longitude': 60.6412, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001288', 'pdId': 637820, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/47937d11-eacd-440d-8aa3-949cdecbf32a
516,"{'objId': 43682, 'developer': {'devId': 10625, 'shortName': 'СЗ СТОЛИЦА', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТОЛИЦА', 'groupName': 'ПИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5655, 'devInn': '7725445592'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, В районе улиц Луганской и Саввы Белых, корпус 3', 'objFloorMin': 25, 'objFloorMax': 25, 'objElemLivingCnt': 304, 'objReady100PercDt': '2023-12-31', 'objSquareLiving': 14587.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8035, 'longitude': 60.6415, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001078', 'pdId': 530405, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c1ceddeb-0ceb-4b16-8dc2-b539ae45d939
517,"{'objId': 38452, 'developer': {'devId': 10625, 'shortName': 'СЗ СТОЛИЦА', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТОЛИЦА', 'groupName': 'ПИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5655, 'devInn': '7725445592'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, В районе улиц Луганской и Саввы Белых, корпус 1', 'objFloorMin': 25, 'objFloorMax': 25, 'objElemLivingCnt': 299, 'objReady100PercDt': '2023-06-30', 'objSquareLiving': 14329.8, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8038, 'longitude': 60.641, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000922', 'pdId': 408157, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/e21d2378-7afe-423f-803c-8bcc96423994
518,"{'objId': 48301, 'developer': {'devId': 10625, 'shortName': 'СЗ СТОЛИЦА', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТОЛИЦА', 'groupName': 'ПИК', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5655, 'devInn': '7725445592'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, корпус 6', 'objCommercNm': 'Исеть Парк', 'objFloorMin': 25, 'objFloorMax': 25, 'objElemLivingCnt': 368, 'objReady100PercDt': '2024-12-31', 'objSquareLiving': 14064.5, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8041, 'longitude': 60.6402, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001289', 'pdId': 637885, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c271aa97-0a7c-4764-b912-4d8fe36d0e32
519,"{'objId': 28294, 'developer': {'devId': 3070, 'shortName': 'СЗ СТРОИТЕЛЬНАЯ КОМПАНИЯ ЭФЕС', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОИТЕЛЬНАЯ КОМПАНИЯ ЭФЕС', 'groupName': 'Эфес', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5823, 'devInn': '6670272804'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, район Чкаловский, улица Щербакова', 'objCommercNm': '1 очередь жилого комплекса ""Исетский""', 'objFloorMin': 25, 'objFloorMax': 25, 'objElemLivingCnt': 224, 'objReady100PercDt': '2021-11-30', 'objSquareLiving': 11482.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7854, 'longitude': 60.6512, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000680', 'pdId': 99438, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/e9946f37-b45d-400a-ad54-251da47392eb
520,"{'objId': 41907, 'developer': {'devId': 3070, 'shortName': 'СЗ СТРОИТЕЛЬНАЯ КОМПАНИЯ ЭФЕС', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОИТЕЛЬНАЯ КОМПАНИЯ ЭФЕС', 'groupName': 'Эфес', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5823, 'devInn': '6670272804'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург', 'objFloorMin': 14, 'objFloorMax': 18, 'objElemLivingCnt': 438, 'objReady100PercDt': '2023-12-31', 'objSquareLiving': 20499.2, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7881, 'longitude': 60.6525, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001034', 'pdId': 465341, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/37b9f9a9-b16c-4a14-a273-55800c7c9edc
521,"{'objId': 10559, 'developer': {'devId': 607, 'shortName': 'СЗ СТРОЙТЭК-ИНВЕСТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОЙТЭК-ИНВЕСТ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679019891'}, 'rpdRegionCd': 66, 'objAddr': 'город Екатеринбург, улица Студенческая, д. 1', 'objCommercNm': 'Жилой комплекс ""Современник"", ЖК ""Современник""', 'objFloorMin': 11, 'objFloorMax': 18, 'objElemLivingCnt': 69, 'objReady100PercDt': '2017-12-29', 'objSquareLiving': 14082.32, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8579, 'longitude': 60.6593, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000177', 'pdId': 1007, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/85c46b30-d3cb-4742-aad9-7547be92bc86
522,"{'objId': 11498, 'developer': {'devId': 607, 'shortName': 'СЗ СТРОЙТЭК-ИНВЕСТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОЙТЭК-ИНВЕСТ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679019891'}, 'rpdRegionCd': 66, 'objAddr': 'Город Екатеринбург, Улица Студенческая, д. 1', 'objCommercNm': 'Жилой комплекс ""Современник"", ЖК ""Современник""', 'objFloorMin': 11, 'objFloorMax': 18, 'objElemLivingCnt': 186, 'objReady100PercDt': '2018-12-11', 'objSquareLiving': 14082.32, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8592, 'longitude': 60.6618, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000449', 'pdId': 24108, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/ffe56141-20f7-423f-bdae-31d0d22476f9
523,"{'objId': 20107, 'developer': {'devId': 607, 'shortName': 'СЗ СТРОЙТЭК-ИНВЕСТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОЙТЭК-ИНВЕСТ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679019891'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, блок-секция 2.1, 2.2', 'objCommercNm': 'Жилой комплекс ""Современник"", ЖК ""Современник"" -3 очередь, первый этап строительства', 'objFloorMin': 7, 'objFloorMax': 18, 'objElemLivingCnt': 155, 'objReady100PercDt': '2019-12-30', 'objSquareLiving': 7736.65, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8599, 'longitude': 60.66, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000450', 'pdId': 49072, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/db27fd52-609f-4056-ad87-7bebe13b017a
524,"{'objId': 25179, 'developer': {'devId': 607, 'shortName': 'СЗ СТРОЙТЭК-ИНВЕСТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОЙТЭК-ИНВЕСТ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679019891'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Блюхера-Раевского-Комвузовская-Студенческая, блок-секция 2.3', 'objCommercNm': 'Жилой комплекс ""Современник"", ЖК ""Современник""-3 очередь, второй этап строительства', 'objFloorMin': 7, 'objFloorMax': 28, 'objElemLivingCnt': 184, 'objReady100PercDt': '2020-04-02', 'objSquareLiving': 10151.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8601, 'longitude': 60.6606, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000626', 'pdId': 59352, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/12e91431-a7cd-448b-9cba-6f0695816e08
525,"{'objId': 34964, 'developer': {'devId': 607, 'shortName': 'СЗ СТРОЙТЭК-ИНВЕСТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТРОЙТЭК-ИНВЕСТ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679019891'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Блюхера-Студенческая-Раевского', 'objCommercNm': 'Жилой комплекс ""Современник""- 4 этап строительства', 'objFloorMin': 34, 'objFloorMax': 34, 'objElemLivingCnt': 408, 'objReady100PercDt': '2021-10-07', 'objSquareLiving': 20309.54, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8594, 'longitude': 60.6593, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000768', 'pdId': 194557, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/71f7a4b9-b424-4556-bb32-6c2bbf19882a
526,"{'objId': 41887, 'developer': {'devId': 12816, 'shortName': 'СЗ ТЕНИСТАЯ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ТЕНИСТАЯ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679139733'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Верх-Исетский район, улица Тенистая, блок-секция 1.1, 1.2', 'objCommercNm': 'ЖК Мохито комплекс многоэтажных жилых домов Свердловская область город Екатеринбург Верх-Исетский район по ул.Тенистой', 'objFloorMin': 10, 'objFloorMax': 10, 'objElemLivingCnt': 106, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 5290.34, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8006, 'longitude': 60.4994, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001032', 'pdId': 473561, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/121ea273-0614-49ae-92d9-e870f7817dd6
527,"{'objId': 41888, 'developer': {'devId': 12816, 'shortName': 'СЗ ТЕНИСТАЯ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ТЕНИСТАЯ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679139733'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Верх-Исетский район, улица Тенистая, блок-секция 2.1, 2.2', 'objCommercNm': 'ЖК Мохито комплекс многоэтажных жилых домов Свердловская область город Екатеринбург Верх-Исетский район по ул.Тенистой', 'objFloorMin': 10, 'objFloorMax': 10, 'objElemLivingCnt': 102, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 5295.09, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8007, 'longitude': 60.4995, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001032', 'pdId': 473561, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/27f28891-2b91-4cb8-bea8-39d7b1dfb7fc
528,"{'objId': 41889, 'developer': {'devId': 12816, 'shortName': 'СЗ ТЕНИСТАЯ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ТЕНИСТАЯ', 'groupName': 'Стройтэк', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 4647, 'devInn': '6679139733'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Верх-Исетский район, улица Тенистая, блок-секция 3.1, 3.2, 3.3', 'objCommercNm': 'ЖК Мохито комплекс многоэтажных жилых домов Свердловская область город Екатеринбург Верх-Исетский район по ул.Тенистой', 'objFloorMin': 10, 'objFloorMax': 26, 'objElemLivingCnt': 533, 'objReady100PercDt': '2024-03-31', 'objSquareLiving': 26284.63, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8007, 'longitude': 60.4995, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001032', 'pdId': 473561, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/3daa7aac-1cfa-4d00-8e6d-7b1fd58cd349
529,"{'objId': 38834, 'developer': {'devId': 11299, 'shortName': 'СЗ ТИХВИН-СТРОЙ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ТИХВИН-СТРОЙ', 'groupName': 'Холдинг Форум-групп', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5832, 'devInn': '6671262380'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Нагорная, строение 12', 'objCommercNm': 'ЖК ""Высота""', 'objFloorMin': 9, 'objFloorMax': 33, 'objElemLivingCnt': 276, 'objReady100PercDt': '2023-06-30', 'objSquareLiving': 18680.68, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8369, 'longitude': 60.5674, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000944', 'pdId': 411741, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/1f463d30-c455-4c9a-82dc-adbd68cfcde7
530,"{'objId': 32081, 'developer': {'devId': 8106, 'shortName': 'СЗ ТСК МОНОЛИТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ТСК МОНОЛИТ', 'groupName': 'Союз', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 8490, 'devInn': '6658461925'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Щербакова, д. 18', 'objCommercNm': 'Жилой дом ""НАВИГАТОР 2"" (ЖД ""НАВИГАТОР 2"")', 'objFloorMin': 25, 'objFloorMax': 26, 'objElemLivingCnt': 288, 'objReady100PercDt': '2020-12-18', 'objSquareLiving': 13001.12, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7866, 'longitude': 60.6516, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000751', 'pdId': 159829, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/4a361df6-15f6-4b1e-96c7-f52a300a7278
531,"{'objId': 35607, 'developer': {'devId': 9656, 'shortName': 'СЗ ТЭН-ИНВЕСТ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ТЭН-ИНВЕСТ', 'groupName': 'ТЭН', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5841, 'devInn': '6670478280'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Маршала Жукова, д. 12', 'objCommercNm': 'Жилой комплекс ""19/05""', 'objFloorMin': 18, 'objFloorMax': 18, 'objElemLivingCnt': 73, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 6543.76, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8419, 'longitude': 60.59, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000825', 'pdId': 287019, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/9627dc78-b998-4aee-acc4-725bae42723a
532,"{'objId': 17948, 'developer': {'devId': 3592, 'shortName': 'СЗ УГМК-КОСМОНАВТОВ 108', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК УГМК-КОСМОНАВТОВ 108', 'groupName': 'Уральская горно-металлургическая', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5786, 'devInn': '6678091743'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, пр-кт Космонавтов, д. 108', 'objCommercNm': 'Жилой район ""Изумрудный бор""', 'objFloorMin': 2, 'objFloorMax': 20, 'objElemLivingCnt': 170, 'objReady100PercDt': '2019-12-24', 'objSquareLiving': 9811.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.92, 'longitude': 60.6148, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000300', 'pdId': 42457, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c91644ba-f590-4d1e-9fd6-e3c79e4de02c
533,"{'objId': 30625, 'developer': {'devId': 3592, 'shortName': 'СЗ УГМК-КОСМОНАВТОВ 108', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК УГМК-КОСМОНАВТОВ 108', 'groupName': 'Уральская горно-металлургическая', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5786, 'devInn': '6678091743'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, проспект Космонавтов', 'objCommercNm': 'Жилой район ""Изумрудный бор""', 'objFloorMin': 32, 'objFloorMax': 32, 'objElemLivingCnt': 226, 'objReady100PercDt': '2020-11-18', 'objSquareLiving': 14656.8, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9204, 'longitude': 60.6132, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000710', 'pdId': 139220, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/3451d460-5973-4abf-a1ef-7aebfc67f311
534,"{'objId': 33462, 'developer': {'devId': 3592, 'shortName': 'СЗ УГМК-КОСМОНАВТОВ 108', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК УГМК-КОСМОНАВТОВ 108', 'groupName': 'Уральская горно-металлургическая', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5786, 'devInn': '6678091743'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, пр-кт Космонавтов, блок-секция 2.2.1', 'objCommercNm': 'Жилой район ""Изумрудный бор""', 'objFloorMin': 27, 'objFloorMax': 27, 'objElemLivingCnt': 188, 'objReady100PercDt': '2021-06-28', 'objSquareLiving': 12204.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9212, 'longitude': 60.6138, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000760', 'pdId': 168638, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/717565ae-f42e-4138-ab99-7e9e2d3eb27e
535,"{'objId': 33461, 'developer': {'devId': 3592, 'shortName': 'СЗ УГМК-КОСМОНАВТОВ 108', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК УГМК-КОСМОНАВТОВ 108', 'groupName': 'Уральская горно-металлургическая', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5786, 'devInn': '6678091743'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, проспект Космонавтов, д. 108', 'objCommercNm': 'Жилой район ""Изумрудный бор""', 'objFloorMin': 24, 'objFloorMax': 24, 'objElemLivingCnt': 173, 'objReady100PercDt': '2021-01-29', 'objSquareLiving': 11291.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9209, 'longitude': 60.6145, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000761', 'pdId': 189608, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/585edb32-142b-48f9-ae4c-1c513e04188e
536,"{'objId': 38203, 'developer': {'devId': 3592, 'shortName': 'СЗ УГМК-КОСМОНАВТОВ 108', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК УГМК-КОСМОНАВТОВ 108', 'groupName': 'Уральская горно-металлургическая', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5786, 'devInn': '6678091743'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, пр-кт Космонавтов, д. 108', 'objCommercNm': 'Жилой район ""Изумрудный бор""', 'objFloorMin': 24, 'objFloorMax': 24, 'objElemLivingCnt': 191, 'objReady100PercDt': '2021-12-27', 'objSquareLiving': 11809.4, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9207, 'longitude': 60.6156, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000899', 'pdId': 198242, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/4af32814-aa83-4530-a8db-015bde88b26e
537,"{'objId': 43168, 'developer': {'devId': 3592, 'shortName': 'СЗ УГМК-КОСМОНАВТОВ 108', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК УГМК-КОСМОНАВТОВ 108', 'groupName': 'Уральская горно-металлургическая', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5786, 'devInn': '6678091743'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, пр-кт Космонавтов, блок-секция 4.1', 'objCommercNm': 'Жилой район ""Изумрудный бор""', 'objFloorMin': 6, 'objFloorMax': 6, 'objElemLivingCnt': 0, 'objReady100PercDt': '2022-08-08', 'objSquareLiving': 0.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.9219, 'longitude': 60.6138, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 0, 'rpdNum': '66-001065', 'pdId': 507525, 'buildType': 'Нежилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c312a6f0-adb8-49d0-8ddc-f9c345318885
